iyear,imonth,iday,country,country_txt,success,suicide,attacktype1,attacktype1_txt,gname,gsubname,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte
2010,12,28,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,3,0,0,0,0,0
2010,12,31,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,11,0,0,26,0,0
2011,1,1,147,Nigeria,1,0,7,Facility/Infrastructure Attack,Boko Haram,,0,0,0,0,0,0
2011,1,3,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,1,7,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,8,0,0,2,0,0
2011,1,28,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,7,0,0,5,0,0
2011,2,1,147,Nigeria,0,0,1,Assassination,Boko Haram,,1,0,0,1,0,0
2011,2,2,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,1,0,0
2011,2,15,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,0,0,0
2011,2,15,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,0,0,0,0,0,0
2011,2,17,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,3,0,1
2011,2,17,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,2,23,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,3,1,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,3,2,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,3,13,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,3,21,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,2,0,0
2011,3,27,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,3,29,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,6,0,0
2011,3,29,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,3,0,0,0,0,0
2011,3,29,147,Nigeria,0,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,4,20,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,3,0,0,2,0,0
2011,4,24,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,3,0,0,14,0,0
2011,4,24,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,5,12,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,1,0,0
2011,5,26,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,5,27,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,7,0,0,0,0,0
2011,5,27,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,6,0,0,0,0,0
2011,5,29,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,2,0,0,10,0,0
2011,5,29,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,14,0,0,40,0,0
2011,5,29,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,8,0,0
2011,5,30,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,6,1,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,6,2,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,6,6,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,6,7,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,5,0,3,0,0,0
2011,6,7,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,0,0,0
2011,6,8,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,6,12,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,4,0,0,0,0,0
2011,6,16,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,3,0,1,5,0,0
2011,6,20,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,6,26,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,25,0,0,30,0,0
2011,6,27,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,2,0,0,3,0,0
2011,7,2,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,7,2,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,0,0,0,1,0,0
2011,7,2,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,0,0,0
2011,7,3,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,8,0,0,15,0,0
2011,7,3,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,7,4,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,4,0,0,2,0,0
2011,7,5,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,7,10,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,20,0,0
2011,7,12,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,8,7,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,8,8,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,8,12,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,8,15,147,Nigeria,0,1,3,Bombing/Explosion,Boko Haram,,1,0,1,0,0,0
2011,8,19,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,4,0,0,0,0,0
2011,8,23,147,Nigeria,1,0,1,Assassination,Boko Haram,,1,0,0,0,0,0
2011,8,26,147,Nigeria,1,1,3,Bombing/Explosion,Boko Haram,,24,0,1,81,0,0
2011,8,28,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,9,1,147,Nigeria,0,0,2,Armed Assault,Boko Haram,,0,0,0,0,0,0
2011,9,6,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,9,6,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,9,6,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,9,11,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,9,12,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,4,0,0,0,0,0
2011,9,14,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,3,0,0,2,0,0
2011,9,17,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,9,21,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,9,21,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,9,29,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,0,0,0
2011,10,2,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,10,3,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,0,0,0
2011,10,9,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,1,0,0
2011,10,12,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,3,0,0
2011,10,13,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,10,14,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,10,16,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,10,19,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,0,0,0
2011,10,22,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,10,23,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,10,23,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,10,29,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,11,4,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,7,0,0,10,0,0
2011,11,4,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,7,0,0,10,0,0
2011,11,4,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,7,0,0,10,0,0
2011,11,4,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,6,0,0,10,0,0
2011,11,4,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,6,0,0,10,0,0
2011,11,4,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,6,0,0,10,0,0
2011,11,4,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,6,0,0,10,0,0
2011,11,4,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,6,0,0,10,0,0
2011,11,4,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,6,0,0,10,0,0
2011,11,4,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,6,0,0,10,0,0
2011,11,4,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,11,4,147,Nigeria,1,1,3,Bombing/Explosion,Boko Haram,,3,0,3,1,0,0
2011,11,4,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,11,4,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,6,0,0,6,0,0
2011,11,4,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,11,6,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,11,9,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,11,9,147,Nigeria,1,0,7,Facility/Infrastructure Attack,Boko Haram,,2,0,0,0,0,0
2011,11,13,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,11,14,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,11,14,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,11,16,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,11,18,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,3,0,0,0,0,0
2011,11,22,147,Nigeria,0,0,2,Armed Assault,Boko Haram,,0,0,0,0,0,0
2011,11,26,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,2,0,0,7,0,0
2011,11,26,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,1,0,0,7,0,0
2011,11,26,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,1,0,0,6,0,0
2011,11,27,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,11,27,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2011,12,10,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,12,10,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,1,0,0,4,0,0
2011,12,10,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,4,0,0
2011,12,10,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,3,0,0
2011,12,10,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,4,0,0,0,0,0
2011,12,15,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,5,0,0,0,0,0
2011,12,25,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,37,0,0,57,0,0
2011,12,25,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,1,0,0,0,0,0
2011,12,25,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,12,25,147,Nigeria,1,1,3,Bombing/Explosion,Boko Haram,,4,0,1,0,0,0
2011,12,25,147,Nigeria,0,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,12,25,147,Nigeria,0,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,12,25,147,Nigeria,0,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2011,12,25,147,Nigeria,0,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,1,3,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,1,0,0
2012,1,3,147,Nigeria,1,0,1,Assassination,Boko Haram,,1,0,0,0,0,0
2012,1,3,147,Nigeria,1,0,1,Assassination,Boko Haram,,1,0,0,0,0,0
2012,1,4,147,Nigeria,1,0,9,Unknown,Boko Haram,,4,0,0,0,0,0
2012,1,4,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,1,4,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,1,5,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,6,0,0,10,0,0
2012,1,6,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,20,0,0,0,0,0
2012,1,6,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,8,0,0,0,0,0
2012,1,6,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,0,0,0,0,0,0
2012,1,6,147,Nigeria,1,0,7,Facility/Infrastructure Attack,Boko Haram,,0,0,0,0,0,0
2012,1,6,147,Nigeria,1,0,7,Facility/Infrastructure Attack,Boko Haram,,0,0,0,0,0,0
2012,1,6,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,8,0,0,0,0,0
2012,1,6,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,3,0,0,0,0,0
2012,1,6,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,0,0,0
2012,1,7,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,3,0,0,7,0,0
2012,1,8,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,3,0,0,7,0,0
2012,1,8,147,Nigeria,0,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,1,9,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2012,1,9,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2012,1,9,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,3,0,0
2012,1,9,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2012,1,10,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,8,0,0,0,0,0
2012,1,10,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,3,0,0,0,0,0
2012,1,11,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,4,0,0,0,0,0
2012,1,13,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,1,0,0
2012,1,13,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,1,0,0
2012,1,16,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,0,0,0
2012,1,17,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,4,0,4,6,0,5
2012,1,17,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2012,1,17,147,Nigeria,0,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,1,17,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2012,1,17,147,Nigeria,0,0,2,Armed Assault,Boko Haram,,0,0,0,0,0,0
2012,1,18,147,Nigeria,1,0,9,Unknown,Boko Haram,,2,0,0,0,0,0
2012,1,20,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,17,0,0,5,0,0
2012,1,20,147,Nigeria,1,1,3,Bombing/Explosion,Boko Haram,,18,0,1,5,0,0
2012,1,20,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,17,0,0,5,0,0
2012,1,20,147,Nigeria,1,1,3,Bombing/Explosion,Boko Haram,,18,0,1,5,0,1
2012,1,20,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,17,0,0,5,0,0
2012,1,20,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,17,0,0,5,0,0
2012,1,20,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,17,0,0,5,0,0
2012,1,20,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,17,0,0,4,0,0
2012,1,20,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,3,0,0
2012,1,20,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,17,0,0,4,0,0
2012,1,20,147,Nigeria,0,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,1,20,147,Nigeria,0,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,1,22,147,Nigeria,0,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,1,20,147,Nigeria,0,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,1,20,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,17,0,0,4,0,0
2012,1,20,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,16,0,0,4,0,0
2012,1,20,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2012,1,22,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,9,0,0,10,0,0
2012,1,22,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,1,22,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,1,22,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,0,0,0
2012,1,22,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,5,0,0,0,0,0
2012,1,22,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,4,0,0,0,0,0
2012,1,22,147,Nigeria,0,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,1,22,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2012,1,23,147,Nigeria,0,0,2,Armed Assault,Boko Haram,,0,0,0,0,0,0
2012,1,23,147,Nigeria,0,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,1,23,147,Nigeria,0,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,1,24,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,1,0,0
2012,1,27,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,0,0,0
2012,1,26,147,Nigeria,1,0,6,Hostage Taking (Kidnapping),Boko Haram,,14,0,0,0,0,0
2012,1,29,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,2,0,0,0,0,0
2012,1,30,147,Nigeria,0,0,2,Armed Assault,Boko Haram,,0,0,0,0,0,0
2012,1,30,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,0,0,0,0,0,0
2012,1,30,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2012,1,30,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,4,0,0,0,0,0
2012,1,30,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2012,2,3,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,2,0,0,0,0,0
2012,2,3,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,2,0,0,0,0,0
2012,2,6,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,1,0,0
2012,2,7,147,Nigeria,1,1,3,Bombing/Explosion,Boko Haram,,1,0,1,0,0,0
2012,2,7,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,2,7,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,2,9,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2012,2,10,147,Nigeria,1,1,3,Bombing/Explosion,Boko Haram,,4,0,4,2,0,0
2012,2,10,147,Nigeria,1,0,1,Assassination,Boko Haram,,1,0,0,0,0,0
2012,2,11,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,0,0,0
2012,2,11,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,3,0,0,0,0,0
2012,2,11,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,4,0,0,0,0,0
2012,2,12,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,12,0,12,0,0,0
2012,2,14,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,1,0,0,2,0,0
2012,2,14,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,2,16,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,2,0,0,1,0,0
2012,2,15,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2012,2,16,147,Nigeria,0,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,2,19,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,5,0,0
2012,2,19,147,Nigeria,1,0,1,Assassination,Boko Haram,,1,0,0,0,0,0
2012,2,19,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2012,2,20,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,38,0,8,0,0,0
2012,2,21,147,Nigeria,1,0,7,Facility/Infrastructure Attack,Boko Haram,,0,0,0,0,0,0
2012,2,22,147,Nigeria,1,0,5,Hostage Taking (Barricade Incident),Boko Haram,,0,0,0,0,0,0
2012,2,22,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,0,0,0
2012,2,22,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,0,0,0,0,0,0
2012,2,23,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,4,0,0,0,0,0
2012,2,23,147,Nigeria,1,0,5,Hostage Taking (Barricade Incident),Boko Haram,,0,0,0,0,0,0
2012,2,24,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,12,0,0,0,0,0
2012,2,24,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,5,0,0,0,0,0
2012,2,25,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,1,0,0
2012,2,26,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,3,0,0,3,0,0
2012,2,26,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,1,0,0
2012,2,26,147,Nigeria,1,1,3,Bombing/Explosion,Boko Haram,,5,0,2,38,0,0
2012,2,27,147,Nigeria,1,0,7,Facility/Infrastructure Attack,Boko Haram,,0,0,0,0,0,0
2012,2,27,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,1,0,0
2012,2,27,147,Nigeria,1,0,1,Assassination,Boko Haram,,1,0,0,0,0,0
2012,2,28,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2012,2,28,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,2,28,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,4,0,0,6,0,0
2012,2,28,147,Nigeria,1,0,7,Facility/Infrastructure Attack,Boko Haram,,0,0,0,0,0,0
2012,2,29,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,1,0,0
2012,2,29,147,Nigeria,1,0,7,Facility/Infrastructure Attack,Boko Haram,,0,0,0,0,0,0
2012,2,29,147,Nigeria,1,0,7,Facility/Infrastructure Attack,Boko Haram,,0,0,0,0,0,0
2012,2,29,147,Nigeria,1,0,7,Facility/Infrastructure Attack,Boko Haram,,0,0,0,0,0,0
2012,3,1,147,Nigeria,1,0,7,Facility/Infrastructure Attack,Boko Haram,,0,0,0,0,0,0
2012,3,1,147,Nigeria,1,0,7,Facility/Infrastructure Attack,Boko Haram,,0,0,0,0,0,0
2012,3,3,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,0,0,0
2012,3,3,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2012,3,4,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,1,0,0,0,0,0
2012,3,5,147,Nigeria,1,0,2,Armed Assault,Boko Haram,,2,0,0,2,0,0
2012,3,5,147,Nigeria,0,0,7,Facility/Infrastructure Attack,Boko Haram,,3,0,3,2,0,2
2012,3,6,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,3,6,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,3,6,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,3,6,147,Nigeria,1,0,3,Bombing/Explosion,Boko Haram,,0,0,0,0,0,0
2012,3,6,147,Nigeria,1,0,1,Assassination,Boko Haram,,2,0,0,0,0,0
